(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.3465, 0.0350]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5005.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [1.0, -1.6434, -0.0934]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 18430.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [0.0, 0.4493, -0.3145]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 18431.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [0.0, 1.0951, 1.7057]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 19431.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [1.0, 0.7572, -1.9343]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 20431.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [0.0, -0.8187, 1.1412]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 20432.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [1.0, -1.2061, -1.6318]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 21432.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [0.0, 0.8738, 1.2433]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 21433.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [0.0, 0.6155, 0.4555]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 22433.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [0.0, -0.7768, 0.6909]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 23433.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [0.0, 0.9417, 0.5983]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 24433.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [0.0, -0.4183, 0.1915]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 25433.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [0.0, -1.1774, 1.1852]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 26433.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [0.0, 0.0657, -0.0466]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 27433.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [0.0, 0.4093, 0.2514]. Recommendation = [0.0, 1.1388, 1.2577], Current Cost = 28433.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [0.0, -1.0590, 1.8559]. Recommendation = [0.0, 1.1388, 1.2577], Current Cost = 29433.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [0.0, 0.1448, -0.4088]. Recommendation = [0.0, 1.1388, 1.2577], Current Cost = 30433.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [0.0, -0.3110, 0.8652]. Recommendation = [0.0, 1.1388, 1.2577], Current Cost = 31433.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [0.0, -1.4621, 1.6895]. Recommendation = [0.0, 1.1388, 1.2577], Current Cost = 32433.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [0.0, 0.9288, 0.8620]. Recommendation = [0.0, 1.1388, 1.2577], Current Cost = 33433.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -0.1337, 0.3862]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 34433.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 1.2170, 1.5074]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 35433.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -0.5949, 0.2462]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 36433.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 0.4072, 0.8448]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 37433.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -1.0198, 0.6697]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 38433.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 0.5262, 0.0644]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 39433.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -0.4807, -0.3821]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 40433.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [1.0, -1.3694, -0.7888]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 41433.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [1.0, -1.8106, -0.2821]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 41434.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 1.2740, 1.8059]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 41435.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 0.1388, 0.2197]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 42435.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 0.7916, -0.1974]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 43435.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -0.2909, -0.1589]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 44435.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -0.7526, 0.9095]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 45435.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 1.3432, 1.2737]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 46435.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -0.2387, 0.1795]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 47435.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 0.8038, 0.4794]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 48435.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -0.9196, 1.3320]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 49435.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 1.0447, 0.9550]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 50435.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -0.8861, 0.1013]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 51435.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [1.0, 1.9621, -1.1982]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 52435.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 0.6536, 1.0333]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 52436.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 0.4421, 0.5672]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 53436.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -1.3813, 1.3418]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 54436.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 0.2036, -0.0575]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 55436.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 0.5283, 0.3270]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 56436.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [1.0, 1.5806, -0.5377]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 57436.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -0.3752, 0.3770]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 57437.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 1.0609, 0.4364]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 58437.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 0.3373, -0.5923]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 59437.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 0.4767, -0.1268]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 60437.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -0.5484, 0.6321]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 61437.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -0.0925, 0.5908]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 62437.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -1.2640, 1.0130]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 63437.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [1.0, -1.8569, 0.6147]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 64437.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 1.3481, 1.6769]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 64438.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 0.2762, 0.2927]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 65438.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 0.8167, 1.4958]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 66438.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -0.8586, 0.7887]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 67438.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 0.0218, -0.3916]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 68438.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -0.9814, 1.2084]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 69438.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -1.0247, 1.4637]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 70438.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -0.6430, -0.1669]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 71438.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 0.0595, 0.3146]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 72438.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -0.3393, -0.6591]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 73438.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [1.0, -0.9519, -1.9000]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 74438.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 0.6820, 0.5220]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 74439.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 0.7677, 0.0461]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 75439.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -1.1099, 0.8352]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 76439.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -0.4013, -0.1893]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 77439.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [1.0, 1.4255, -1.2846]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 78439.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -1.0977, 0.4477]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 78440.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -1.3322, 1.8804]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 79440.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -0.4332, 1.1445]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 80440.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 0.9814, 1.8999]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 81440.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -0.1232, 0.2333]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 82440.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 1.1203, 1.5923]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 83440.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -0.5085, 0.0828]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 84440.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 0.4667, 0.1176]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 85440.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 0.1804, 0.8521]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 86440.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 1.3745, 1.0643]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 87440.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -0.8682, 0.6808]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 88440.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -1.2597, 1.3564]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 89440.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -0.7227, 0.6450]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 90440.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 0.4233, -0.9474]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 91440.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 0.8676, 0.2572]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 92440.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [1.0, 1.5288, -0.3997]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 93440.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 0.1208, 0.4808]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 93441.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 0.0327, 0.2059]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 94441.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -1.2251, 1.4961]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 95441.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 1.1716, 0.9148]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 96441.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 1.6600, 1.7555]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 97441.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, -0.7878, 1.4736]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 98441.00, Rho = 1.000
(iter 466) [0.0, 0.9288, 0.8620] = 456.2949, sampling [0.0, 0.4564, 1.2689]. Recommendation = [0.0, 0.9288, 0.8620], Current Cost = 99441.00, Rho = 1.000
