(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.0152, 0.1272]. Recommendation = [0.0, -0.3975, 0.0982], Current Cost = 5005.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 1.7817, 1.0166]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 91357.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -1.4588, 1.6355]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 91358.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 0.8556, -1.5090]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 92358.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, -0.7625, -1.5320]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 92359.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.7848, 0.1884]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 92360.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -0.1576, 0.4946]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 93360.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -0.6769, -0.0289]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 94360.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 0.1530, -1.8742]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 95360.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 0.8041, -1.8884]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 95361.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 1.1434, -1.1073]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 95362.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -0.5378, -0.2371]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 95363.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 0.4882, -1.7088]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 96363.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 1.0500, 0.4255]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 96364.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 0.5360, -1.9749]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 97364.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -0.2574, 0.5073]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 97365.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 1.7474, 0.7628]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 98365.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 1.2172, -0.8182]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 98366.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 0.3207, -1.9761]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 98367.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, -1.7116, 0.7004]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 98368.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, -0.1974, -1.7447]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 98369.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, -1.6141, 0.4419]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 98370.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 1.1304, 0.6865]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 98371.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.1931, -0.6260]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 99371.00, Rho = 1.000
