(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.0306, 0.9265]. Recommendation = [0.0, 0.0698, 0.6183], Current Cost = 5005.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, -0.7487, -1.8460]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 83365.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -1.1131, 0.8047]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 83366.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, 1.7267, -0.1048]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 84366.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.1566, -0.6417]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 84367.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 1.2544, 0.9684]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 85367.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.1153, 0.5614]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 86367.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, -0.8741, -1.5829]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 87367.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -1.4767, 1.7255]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 87368.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, 1.3538, -0.3760]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 88368.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 1.4218, 1.3788]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 88369.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, -1.3995, -0.8110]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 89369.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, -0.9021, -1.1792]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 89370.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.5593, 0.7471]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 89371.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, 1.0903, -1.4660]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 90371.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, -1.4876, -0.3564]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 90372.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.1132, 0.5702]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 90373.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, -1.2088, -1.3644]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 91373.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, -1.9753, 0.5896]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 91374.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.9102, 1.3905]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 91375.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.6385, 0.9931]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 92375.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.6983, -0.1909]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 93375.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -1.0623, 0.4493]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 94375.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.1226, -0.6544]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 95375.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, -1.2008, -0.3490]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 96375.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.5142, -0.3852]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 96376.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, -1.7218, 0.1006]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 97376.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.6971, -0.1376]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 97377.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -1.4084, 1.2938]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 98377.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, 1.2054, -1.2175]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 99377.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, -0.6448, -1.8325]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 99378.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.2075, 0.5531]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 99379.00, Rho = 1.000
